Cons_No,Contract_Ac,Contract,Install_No,GIC_Code,Sch_No.,Leg_Ac_No,Meter_No,Meter_Typ,Tariff,PSC_Cons_IBC,IBC_Name,AMR_STATUS,Actual_Latitude,Actual_Longitude,DTS_ID,PMT_Name,FeederID_(BH),Feeder_Name_(BH),FeederID,Feeder_Name,CM_No
AL010149,400002249117,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000060,400002039026,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL001023,400002231733,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL030291,400002034897,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL022727,400002034490,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP082406,400002095112,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP078739,400002240047,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP057627,400002227949,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP013648,400002242182,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL275383,400002256167,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000086,400002039581,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP056904,400002204523,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL825250,400002261659,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL019862,400002034229,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BH000272,400002259581,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL006452,400002037538,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL017882,400002033958,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP074778,400002233167,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000058,400002037686,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL026249,400002242069,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL227268,400002018444,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL022889,400002105029,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL013980,400002113641,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP014406,400002061536,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL010202,400002111576,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL022017,400002103883,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000063,400002172427,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL024416,400002122799,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL008435,400002113218,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP073763,400002144229,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL024044,400002105177,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000064,400002039174,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL006575,400002107382,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL019873,400002034296,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL007365,400002109385,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL116314,400002233809,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000987,400002227687,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL301230,400002210329,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000936,400002206763,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL010604,400002111789,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP008405,400002067647,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL539351,400002045298,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP062987,400002037406,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL508156,400002135416,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063439,400002090684,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL175788,400002038828,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL013981,400002113412,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL202637,400002201079,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063320,400002090986,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP051856,400002203039,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BH001094,400001990975,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TLO16712,400002186924,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA531096,400002140428,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP000145,400002092180,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL812439,400002040008,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL703639,400002024428,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL042881,400002094396,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL234741,400002036671,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP047756,400002088361,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL014966,400002115520,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL014210,400002113749,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL003596,400002029306,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL013781,400002115253,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA664282,400002053417,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
DL000768,400002177992,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL052414,400002222297,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP004095,400002120036,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA844900,400002180144,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012180,400002103484,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL112691,400002036981,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL525649,400002031017,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL012522,400002158947,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL014012,400002179154,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL012497,400002158726,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062980,400002039638,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL016318,400002057660,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL001728,400002092326,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL008133,400002088116,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018265,400002057679,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062978,400002041039,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL195536,400002118732,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018267,400002057695,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062931,400002043503,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL011921,400002166044,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062995,400002037899,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063458,400002045263,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL007451,400002109709,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062977,400002041187,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL031504,400002081219,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL175889,400002040172,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP027241,400002024509,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062982,400002037694,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA187725,400002059590,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL133320,400002016506,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063377,400002045972,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018266,400002057687,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063372,400002047452,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063409,400002045007,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062983,400002037562,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062935,400002041632,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062976,400002041357,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062989,400002039147,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP013096,400002091222,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL009935,400002111436,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL175886,400002040377,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL007329,400002107862,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL064556,400002016956,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL084086,400002033281,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL205613,400002095058,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063410,400002043813,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL101604,400002000097,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP054791,400002144474,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062934,400002041845,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL014404,400002162030,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062930,400002043667,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP012462,400002148410,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL068091,400002083904,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL253661,400001998402,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL448950,400002256523,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL304729,400002042507,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001542,400002160305,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA717480,400002059159,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL017214,400002160127,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL069397,400002212909,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL093095,400001992307,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP014121,400002057326,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TP004854,400002037368,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062994,400002039018,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL197338,400001993036,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL134258,400002204760,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LB228833,400002006535,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL004286,400001988660,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062933,400002043341,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL021716,400002006187,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL015588,400002162596,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL012461,400002002847,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL483333,400001994277,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA612054,400001998259,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL013744,400002160763,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL018019,400002051077,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL022078,400002006365,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL212978,400002085109,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP043460,400002198426,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL020133,400001989020,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA490158,400002081747,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL305966,400002004451,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL304729,400002094124,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001806,400002098642,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL007373,400002109547,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP058661,400002008023,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP013444,400002016727,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL019079,400002177593,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL088750,400002184166,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL062981,400002039433,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL073959,400002032587,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL013741,400002160585,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL215067,400002013760,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP076047,400002055862,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA932144,400002180152,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL018927,400002051085,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP004377,400002182708,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL080142,400002082819,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000082,400002036701,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000023,400002256019,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP061704,400002172664,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL010684,400002113072,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL119228,400002016077,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL023393,400001990150,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL215572,400001998666,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
A0037095,400002071272,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL215000,400002107803,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000988,400001990169,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL011928,400001989519,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL608551,400002259573,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP014314,400002165609,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL176268,400002137982,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL029099,400002139241,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL271217,400002144938,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL724258,400002053258,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000053,400002103328,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL060972,400002099983,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL016147,400002057644,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000444,400002063385,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018183,400002164025,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000025,400002149409,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000081,400002036547,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL000683,400002100604,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000657,400002079001,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL071419,400002071779,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL103258,400002148526,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL092571,400002142037,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL168948,400002071558,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL918722,400002148787,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL151662,400002261683,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL609689,400002063466,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP015990,400002073208,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000025,400002191917,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL318259,400002238649,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL331712,400002238673,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL090451,400002063121,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL016105,400002111606,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL017942,400002057709,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL020026,400002057717,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL001571,400002148798,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL013835,400002198493,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL109566,400002180217,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL354412,400002190573,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL014787,400002049722,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP069908,400002026986,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BL000169,400002073615,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000114,400002035907,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL015597,400002162448,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL016148,400002111258,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP060902,400002020759,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL020881,400002075286,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063457,400002045638,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL215303,400002190301,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL179480,400002238584,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP001444,400002144105,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063461,400002045147,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL003987,400002153767,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL240433,400002144490,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL008417,400002153945,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL081172,400002197039,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
SL000179,400002099592,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BH000189,400002018867,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
BH000509,400002193440,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL018170,400002164467,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL004397,400002166157,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TP004364,400002105703,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
TL006569,400002162944,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AL063379,400002045816,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
LA111880,400002196768,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
AP020218,400002031289,,-,H0201,,,Inactive,Inactive,,,#N/A,Inactive,0,0,,Null,,,Null,Null,0
